,ID,Superkingdom,Kingdom,Phylum,Class,Order,Family,Genus,species
8c2e3e438107e947b74a54d2f3c8dd8a7acbd49c,Metazoa,,Metazoa,,,,,,
8c36a9c91b39c562a547dab06fbcce61c8ebf0b9,Metazoa,Eukaryota,Metazoa,,,,,,
8c4300b5974943efd9a26a0e54984ce93a49f8f1,Syllidae,Eukaryota,Metazoa,Annelida,Polychaeta,Phyllodocida,Syllidae,,
8c4e4e19ad82bf877ad6a1065fdde3929d0f685c,Metazoa,Eukaryota,Metazoa,,,,,,
8c523602cad65780f70285677952d82ed89f6cfa,Metazoa,Eukaryota,Metazoa,,,,,,
8c678baba2b5062fc1aec2846ff467ff2e313ab5,Metazoa,Eukaryota,Metazoa,,,,,,
8c6b9f0fc682461af3b6c3d0057a9071102a4c6d,Porifera,Eukaryota,Metazoa,Porifera,,,,,
8c6df525ed22882a5340522888a7ef129358da98,Niphargidae,Eukaryota,Metazoa,Arthropoda,Malacostraca,Amphipoda,Niphargidae,,
8c784af21cc40396460bc406413a8ae037b0fea2,Metazoa,Eukaryota,Metazoa,,,,,,
8c84a8303b2f8a3a8788b69d8de80c17533b991d,Arthropoda,Eukaryota,Metazoa,Arthropoda,,,,,
8c92060d4b647f3061e60a005d7c8ed63b0d9a2e,Metazoa,Eukaryota,Metazoa,,,,,,
8c9462aaacb2d46786433193eda4864c3ef19f32,Metazoa,Eukaryota,Metazoa,,,,,,
8c9bf483172e7e134c9f746b5ddfe2f17ee502a8,Scyphozoa,Eukaryota,Metazoa,,Scyphozoa,,,,
8ca3d665723cf247139c917563d048beeca1397c,Metazoa,Eukaryota,Metazoa,,,,,,
8caa9e21f792bcfd871189bac07f09547d8f4ddd,Cunina fowleri,Eukaryota,Metazoa,Cnidaria,Hydrozoa,Narcomedusae,Cuninidae,Cunina,Cunina fowleri
8cb319591d694d51fc87d7850921e3cc436f0427,Metazoa,Eukaryota,Metazoa,,,,,,
8cb39e1271ce2f4509b48ac69acea9f92ab74208,Cnidaria,Eukaryota,Metazoa,Cnidaria,,,,,
8cb5e87c92a23485cb4b95e0efe36b09de370e7a,Metazoa,Eukaryota,Metazoa,,,,,,
8ccce1344330c74f6fea47fcc71f707a2ee68347,Metazoa,Eukaryota,Metazoa,,,,,,
8ccdd80822ad81237159dd2116613bd942e8a524,Scytodidae,Eukaryota,Metazoa,Arthropoda,Arachnida,Araneae,Scytodidae,,
8ccf84520525d9f71d8452af34dead717b9ac4a8,Insecta,Eukaryota,Metazoa,Arthropoda,Insecta,,,,
8cd00668d9fde7b7b584691fa231373d0f5cc205,Pelagiidae,Eukaryota,Metazoa,Cnidaria,Scyphozoa,Semaeostomeae,Pelagiidae,,
8cd446ad48cce1d35c06ec61f7e4f3025c1c7115,Polychaeta,Eukaryota,Metazoa,Annelida,Polychaeta,,,,
8cd59adc117785b78bd7c013021d9214b5d5aab8,Tubulanidae,Eukaryota,Metazoa,Nemertea,Palaeonemertea,,Tubulanidae,,
8cd5fa9bfd0d38391744a2988822ff4a6f3b5d2c,Leptothecata,Eukaryota,Metazoa,Cnidaria,Hydrozoa,Leptothecata,,,
8ce34479face1deef6a904f456ed1bc6f201309a,Cypridinidae,Eukaryota,Metazoa,Arthropoda,Ostracoda,Myodocopida,Cypridinidae,,
8ceb7e68f39f950540f9a45341dab15a136388b8,Metazoa,Eukaryota,Metazoa,,,,,,
8cee5fde38f29235d730c44f0a8e7666ca4cbbc3,Metazoa,,Metazoa,,,,,,
8d07d7516c71c228b98ea5d476ef9894f8e45881,Cnidaria,Eukaryota,Metazoa,Cnidaria,,,,,
8d0b99182f01381dccd23ad90fa168719763aaa2,Syllidae,Eukaryota,Metazoa,Annelida,Polychaeta,Phyllodocida,Syllidae,,
8d0e473e275c213e2a1972475410a775b09451aa,Polycladida,Eukaryota,Metazoa,Platyhelminthes,,Polycladida,,,
8d181eb2319ea772b61494fd7fd8bf515adbcebf,Metazoa,,Metazoa,,,,,,
8d1ad81d1cec57bb3075b27f9773f850bf5273f5,Noctuidae,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Noctuidae,,
8d23fd9d518f35bb269114ffa81093e9d0dd5322,Arthropoda,Eukaryota,Metazoa,Arthropoda,,,,,
8d2a83a18628caa0bdcbbc4c868864b0b698ca89,Metazoa,Eukaryota,Metazoa,,,,,,
8d2dbf9fa3f4b06e6be76cd510145dfb5060bf59,Metazoa,Eukaryota,Metazoa,,,,,,
8d372bbfcf3e773e02ad8a9536db7810f98dfe42,Metazoa,Eukaryota,Metazoa,,,,,,
8d37af8edb48682067d1a46e65fde090b57b366d,Metazoa,Eukaryota,Metazoa,,,,,,
8d3d1143ba6887a68a0383be0f2da6b7dc164806,Metazoa,Eukaryota,Metazoa,,,,,,
8d41ca35eb1ba0aa40e1839b90d49b39d647e45c,Arthropoda,Eukaryota,Metazoa,Arthropoda,,,,,
8d448804a936334a18cc2bf4dad4dc4d4f9a52e0,Arthropoda,Eukaryota,Metazoa,Arthropoda,,,,,
8d4de261026f110153c2c428e11bf217db206bb4,Tripterygiidae,Eukaryota,Metazoa,Chordata,Actinopteri,Blenniiformes,Tripterygiidae,,
8d4fd2f392e4fff19ce7ab33ae6c6326c195d122,Metazoa,Eukaryota,Metazoa,,,,,,
8d560402e801d2b0b41471f5603aa348c8ed5a05,Metazoa,Eukaryota,Metazoa,,,,,,
8d57f46abafe46ee7d57d6a94037c7abbcf4fb29,Arthropoda,Eukaryota,Metazoa,Arthropoda,,,,,
8d5b7c02f632d7f2089f9ea7ed7427bfb1dc9f55,Syllidae,Eukaryota,Metazoa,Annelida,Polychaeta,Phyllodocida,Syllidae,,
8d615de0dc026b4d4e42a30d2e0359edab252d23,Metazoa,,Metazoa,,,,,,
8d617b22d861bf181fa4acfd0441c3f762c561f4,Arthropoda,Eukaryota,Metazoa,Arthropoda,,,,,
8d69396af5c4946deb2f3ab8080bfe6356c56cd8,Sapphirinidae,Eukaryota,Metazoa,Arthropoda,Hexanauplia,Poecilostomatoida,Sapphirinidae,,
8d7112cdfb43219dcf9c75f76bf99bcd27394688,Metazoa,Eukaryota,Metazoa,,,,,,
8d735e8e4c3fd6cbb6739de6279eac2662f19c4a,Arthropoda,Eukaryota,Metazoa,Arthropoda,,,,,
8d74b7ad961f9897d85401e01f2c43f7b91b3a7f,Metazoa,Eukaryota,Metazoa,,,,,,
8d75de3592be5d22f06a6e4abbc024239152a674,Mollusca,Eukaryota,Metazoa,Mollusca,,,,,
8d80cd61d554e93e592b5856f04888dc07723736,Poritidae,,Metazoa,,,Scleractinia,Poritidae,,
8d9529e59fef18cde0f3321f9f5650f2e84ef6ac,Metazoa,Eukaryota,Metazoa,,,,,,
8d968d604f0d6fb45a918fc15cccece4bff0cd9f,Clionaidae,Eukaryota,Metazoa,Porifera,Demospongiae,Clionaida,Clionaidae,,
8d98151aff1ce9ac1dbba672fe4c5bf2f0e3b778,Metazoa,Eukaryota,Metazoa,,,,,,
8da04cba6833636e795e6d1f34358c36e0cd0946,Metazoa,,Metazoa,,,,,,
8da10d19b3cb3e47bbd2e3fb8efe7324cef87c9b,Metazoa,Eukaryota,Metazoa,,,,,,
8da3efc0fe8cb0869f2c02655d6e5f6eb24ee1df,Metazoa,Eukaryota,Metazoa,,,,,,
8db6d6d1b83dad6839c2b611df52ba9048f4c1c0,Cnidaria,Eukaryota,Metazoa,Cnidaria,,,,,
8db8944b2580e1075f634f4bfcb95ef66edd502e,Cnidaria,Eukaryota,Metazoa,Cnidaria,,,,,
8dc449a65bda913a44a53aec3fad4405180a00ab,Chordata,Eukaryota,Metazoa,Chordata,,,,,
8dce658b7481e1b1125c0d39513580364085c0e7,Syllidae,Eukaryota,Metazoa,Annelida,Polychaeta,Phyllodocida,Syllidae,,
8dd7ce574809d1157a1c92f8f45c091966832887,Metazoa,,Metazoa,,,,,,
8dd996652244a789c5eb0a06e80f1e486c7d406c,Arthropoda,Eukaryota,Metazoa,Arthropoda,,,,,
8de4c0ca164739a79635b7e4abd2ab379c1eb9c8,Metazoa,Eukaryota,Metazoa,,,,,,
8deb5e0a14330c2b2e9f5e4394ce7479ee43caca,Parajapygidae,Eukaryota,Metazoa,,,Diplura,Parajapygidae,,
8df4037561d42c8444873e011f98722c713e32c2,Metazoa,Eukaryota,Metazoa,,,,,,
8e01935d9f4b3658a1ecbfc69243c67249aabbe2,Metazoa,Eukaryota,Metazoa,,,,,,
8e024cc89e180268c6bea4bebbef956ccbdea69f,Tylosurus acus,Eukaryota,Metazoa,Chordata,Actinopteri,Beloniformes,Belonidae,Tylosurus,Tylosurus acus
8e030ff1b8670520bdc1e67748a08f8fab5ddfe8,Metazoa,Eukaryota,Metazoa,,,,,,
8e04400122d775c4c92b1c162239e51f0753c19e,Hydrozoa,Eukaryota,Metazoa,Cnidaria,Hydrozoa,,,,
8e1d722a48a6d0e16c19c57706a86d4bc8a4b7e3,Metazoa,Eukaryota,Metazoa,,,,,,
8e1f424e5c267a6121a2814f114a32399742c012,Crambidae,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Crambidae,,
8e25c4b470191bf8d3b51e96197b0978e658e6cb,Tellinidae,Eukaryota,Metazoa,Mollusca,Bivalvia,Veneroida,Tellinidae,,
8e290175d0837453480afee3f8c846dcfceffc14,Metazoa,,Metazoa,,,,,,
8e3222bc8fc8719ddab4cd0910aea600d2196cac,Metazoa,,Metazoa,,,,,,
8e37adccb9009409bfde75e7c137219804ce79a8,Arthropoda,Eukaryota,Metazoa,Arthropoda,,,,,
8e3886dace46275cdd1f8f1d608981fc11b5d604,Metazoa,Eukaryota,Metazoa,,,,,,
8e39e7a3c895c45765ed0f55f576e7865abea397,Arthropoda,Eukaryota,Metazoa,Arthropoda,,,,,
8e406b51b7ba46dd82b8f4292f11fb4fa1ad38e1,Metazoa,Eukaryota,Metazoa,,,,,,
8e44cc895214f7f85d844250494c47cdb79d89a9,Metazoa,Eukaryota,Metazoa,,,,,,
8e4ac02fc4d37c089055de35fa4132ab802bea18,Arthropoda,Eukaryota,Metazoa,Arthropoda,,,,,
8e4c7ed54574f1f7553956597e0501af119e3032,Metazoa,Eukaryota,Metazoa,,,,,,
8e51277db3f90d204f3d2c33e30b045a8dd37ff8,Arthropoda,Eukaryota,Metazoa,Arthropoda,,,,,
8e5192d4c39b441d43caa6bdd45f7a3c50ca98c4,Metazoa,Eukaryota,Metazoa,,,,,,
8e5650e00c34d4d2fff7e260813506ac98f51b4b,Metazoa,Eukaryota,Metazoa,,,,,,
8e58d45ff377741b336dd7a594276a0e9cf63661,Cnidaria,Eukaryota,Metazoa,Cnidaria,,,,,
8e5a2dccffc1ccb20d37616a015ffb26b110cf60,Lysianassidae,Eukaryota,Metazoa,Arthropoda,Malacostraca,Amphipoda,Lysianassidae,,
8e7b4abc3ea090d7bd6da8f213ab30e76693be8b,Metazoa,,Metazoa,,,,,,
8e89335428069d98b392ce7eefeb1a9012caf81e,Cnidaria,Eukaryota,Metazoa,Cnidaria,,,,,
8e8a68d5c15c07d3605c17e96b61e5456c7d6e46,Ostracoda,Eukaryota,Metazoa,Arthropoda,Ostracoda,,,,
8e8a7b10970cdc04ac6f3cd49675aa2e74a216b2,Metazoa,Eukaryota,Metazoa,,,,,,
8e8c3cff3bc0b2a5a1e9e423e2d8f28293a01757,Annelida,Eukaryota,Metazoa,Annelida,,,,,
8e9bff719a527ab2d7a634b2efc33838c098d8a0,Metazoa,Eukaryota,Metazoa,,,,,,
8e9e75e0e82f2a17d969a57a09a7a813e33a84a1,Metazoa,Eukaryota,Metazoa,,,,,,
8e9f44d70ba093e29ff960f6faf35408a54264da,Arthropoda,Eukaryota,Metazoa,Arthropoda,,,,,
8ea4878e05704945bac5b13d05a213ab10da7e14,Cnidaria,Eukaryota,Metazoa,Cnidaria,,,,,
8ea4b1291f07e4cd4445bed198c69339644f4d87,Spionidae,Eukaryota,Metazoa,Annelida,Polychaeta,Spionida,Spionidae,,
8ea85285efd024947222ba5949b35901827bf7bf,Erebidae,Eukaryota,Metazoa,Arthropoda,Insecta,Lepidoptera,Erebidae,,
8ea9ece83c2cdb8b6cbb662a7dc2c610f0bfffd8,Varroidae,Eukaryota,Metazoa,Arthropoda,Arachnida,Mesostigmata,Varroidae,,
8eb121f4939df4b0b26fbfdc1dac7a1cb4a250e3,Metazoa,Eukaryota,Metazoa,,,,,,
8eb69248fa1d43a540dec9ef49b9b90de1dc86df,Gnathostomulidae,Eukaryota,Metazoa,Gnathostomulida,,Bursovaginoidea,Gnathostomulidae,,
8eb9204cce612fc8e729925df67d9ee24427e4cc,Metazoa,Eukaryota,Metazoa,,,,,,
8ebe5e0710b1daed4b050888d8083c98581a1835,Metazoa,Eukaryota,Metazoa,,,,,,
8ecf06b2c4b6d97f397772af707611ed263eafa6,Cyaneidae,Eukaryota,Metazoa,Cnidaria,Scyphozoa,Semaeostomeae,Cyaneidae,,
8ed67b64e57b87034cc57a9b5094d9ef855bf769,Metazoa,,Metazoa,,,,,,
8ed850f014f67a50d74243fdaf13e813f7a1485a,Metazoa,Eukaryota,Metazoa,,,,,,
8ee3a8cd1f7a4429905a93e1cc956cc1e0bd58e5,Arachnida,Eukaryota,Metazoa,Arthropoda,Arachnida,,,,
8ef3b2c4c423207f67d904cabe99e3061bc31ca1,Metazoa,Eukaryota,Metazoa,,,,,,
8efb91414ea0463d319ce20cef1ab080d64e1e1c,Metazoa,Eukaryota,Metazoa,,,,,,
8efdc28b32515fbe71a51fc09b203b296656fa0b,Braconidae,Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Braconidae,,
8eff006c345fb677f15a1ef7136782cc9ac0579e,Metazoa,,Metazoa,,,,,,
8f0245815c25c016411e7761a737c4392fd662ae,Clytia linearis,Eukaryota,Metazoa,Cnidaria,Hydrozoa,Leptothecata,Campanulariidae,Clytia,Clytia linearis
8f06ac42933679d54219b63eac8741f4ee9ca889,Arthropoda,Eukaryota,Metazoa,Arthropoda,,,,,
8f11740d2848bd101b5099448a495ea669cc3e81,Metazoa,Eukaryota,Metazoa,,,,,,
8f187616fc43463f63b2bcab1e451761fb5a98a5,Arthropoda,Eukaryota,Metazoa,Arthropoda,,,,,
8f18a2257ba030c885b3fcb1426a4cea40a72170,Metazoa,,Metazoa,,,,,,
8f1f5d33debdce409b25a034c3ed16cd44c80ad9,Metazoa,Eukaryota,Metazoa,,,,,,
8f20a78f085ffba8f5544448b1cbdb88a3c4a838,Insecta,Eukaryota,Metazoa,Arthropoda,Insecta,,,,
8f254a3e78442908e1cbbb9b2e2803d515a48b18,Arthropoda,Eukaryota,Metazoa,Arthropoda,,,,,
8f35454713da1911eadaf85fe07013c4eb42da95,Veneroida,Eukaryota,Metazoa,Mollusca,Bivalvia,Veneroida,,,
8f45308584d2271e00244c90a48158f7748a69e5,Metazoa,,Metazoa,,,,,,
8f46f153b0736fec62f20ff5b42daf7738a4019e,Arthropoda,Eukaryota,Metazoa,Arthropoda,,,,,
8f4901fb967019d31737b0d691f3d32188b0e553,Metazoa,Eukaryota,Metazoa,,,,,,
8f4c0db1b896ceb82522a4f5e89564db25b9b5f0,Metazoa,Eukaryota,Metazoa,,,,,,
8f4ea597aa7f063e04c02f5fd9cbff3497bfc954,Polychaeta,Eukaryota,Metazoa,Annelida,Polychaeta,,,,
8f5320aa5d5f34bf8b6906a6c61ab5abb8cf3ae5,Lymnaeidae,Eukaryota,Metazoa,Mollusca,Gastropoda,,Lymnaeidae,,
8f56250878f2878c675a55a33bf44c5e36e5520c,Arthropoda,Eukaryota,Metazoa,Arthropoda,,,,,
8f5cc65de6afd9f15fb6c6bc40fe875a1dbe42d5,Metazoa,Eukaryota,Metazoa,,,,,,
8f6942e2b1615068ddb661490f509d5e23014380,Lichomolgidae,Eukaryota,Metazoa,Arthropoda,Hexanauplia,Poecilostomatoida,Lichomolgidae,,
8f73150ad6ca3109247e148f51a938b3dcfeb015,Metazoa,Eukaryota,Metazoa,,,,,,
8f8249488c6e8ba7a38b4bab1ed71c6139c9b40a,Cnidaria,Eukaryota,Metazoa,Cnidaria,,,,,
8f854e7de961aa35f101567cf7378baf34e4b8dd,Metazoa,Eukaryota,Metazoa,,,,,,
8f903b5332f12b6a7a07856f8232eceee6e7743a,Metazoa,Eukaryota,Metazoa,,,,,,
8fa48225f784e3803ca427157dae455f16b54764,Neoephemeridae,Eukaryota,Metazoa,Arthropoda,Insecta,Ephemeroptera,Neoephemeridae,,
8fb6dade85d7880dcfe8de0380408a965d44e353,Cnidaria,Eukaryota,Metazoa,Cnidaria,,,,,
8fb91e28d2703535e1ed72b3fabeef5becd647e1,Armadillidae,Eukaryota,Metazoa,Arthropoda,Malacostraca,Isopoda,Armadillidae,,
8fcb1e7d7703e2458efd4930e222d58d1c68574c,Metazoa,Eukaryota,Metazoa,,,,,,
8fda2685c38a5df2c5069fe67379d211bc47a0d0,Cnidaria,Eukaryota,Metazoa,Cnidaria,,,,,
8fde4ca7d4f43c117f62f71210b641ca64f3ab11,Metazoa,Eukaryota,Metazoa,,,,,,
8fdf6480b8c874157fb7d644f40e425fffc526e4,Metazoa,Eukaryota,Metazoa,,,,,,
8ff18664c3882aba89ee2bcea12d615735a4625c,Metazoa,Eukaryota,Metazoa,,,,,,
8ff1af2f6313977237be297c8092a119d84208e9,Ancylidae,Eukaryota,Metazoa,Mollusca,Gastropoda,,Ancylidae,,
8ffcb1e569459a6039cddbfd3e9d77bccf7becc6,Rickettsiaceae,,Metazoa,,,,Rickettsiaceae,,
901c023e4dbee2204cb8b84612e64637c7ef667f,Metazoa,Eukaryota,Metazoa,,,,,,
901f57796838e8821add786ed1e93b8d9fce867f,Ochotonidae,Eukaryota,Metazoa,Chordata,Mammalia,Lagomorpha,Ochotonidae,,
90252055071b8de34beb9957c0da56c671757155,Metazoa,Eukaryota,Metazoa,,,,,,
903063958ff558e331d47f7bde4f14f24f883819,Metazoa,Eukaryota,Metazoa,,,,,,
9042e4a2edb1646e46483cdbdccf7b079e5ae756,Ophiactis savignyi,Eukaryota,Metazoa,Echinodermata,Ophiuroidea,Ophiurida,Ophiactidae,Ophiactis,Ophiactis savignyi
9045c48327cadc0d0b73a260f7ad9909af43023f,Macrotrichidae,Eukaryota,Metazoa,Arthropoda,Branchiopoda,Diplostraca,Macrotrichidae,,
904a3d9de4a329c567f302229686515547fc8035,Metazoa,Eukaryota,Metazoa,,,,,,
904c91ec48938e7ec3bc90a2eb0e8399826629d1,Ichneumonidae,Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,Ichneumonidae,,
904f88fd8d06443a90134b5078484967d4f55960,Arthropoda,Eukaryota,Metazoa,Arthropoda,,,,,
9052c504d5e0787d30a6ccd26d0128b44b2e2782,Metazoa,Eukaryota,Metazoa,,,,,,
90579c83bd09f61d7ae3199977bbd58ae14b3dd1,Hymenoptera,Eukaryota,Metazoa,Arthropoda,Insecta,Hymenoptera,,,
905ca359110215298ad51facb278891295095419,Arthropoda,Eukaryota,Metazoa,Arthropoda,,,,,
905ccf63f26138dd1bf02a5d4bb876bb84de1ddf,Metazoa,Eukaryota,Metazoa,,,,,,
905e0452988860cd53a418e9742e0e1cfb29ecce,Sigmaxinella hipposiderus,Eukaryota,Metazoa,Porifera,Demospongiae,Biemnida,Biemnidae,Sigmaxinella,Sigmaxinella hipposiderus
907b1a65f005907128d7d922f092ca1d71ab5b69,Oikopleuridae,Eukaryota,Metazoa,Chordata,Appendicularia,,Oikopleuridae,,
907f7d5c3aed613fde30e938bbd973327964702a,Metazoa,Eukaryota,Metazoa,,,,,,
9081e2a338974a5265fdf090c1f2d265cd1dba87,Pelagibacteraceae,,Metazoa,,,,Pelagibacteraceae,,
90822c8f516d723d38f8247d5b40fb83186aa0e5,Metazoa,Eukaryota,Metazoa,,,,,,
9086cfcedb244006d1f29933d89eaa054aa106da,Metazoa,Eukaryota,Metazoa,,,,,,
9089ce05d711e84ddd14c740ad8e56730cd6d33c,Haliclona oculata,Eukaryota,Metazoa,Porifera,Demospongiae,Haplosclerida,Chalinidae,Haliclona,Haliclona oculata
909ad8d8f1b449bd366c9dd9831a3b8c92d9f1bd,Dasyatis americana,Eukaryota,Metazoa,Chordata,Chondrichthyes,Myliobatiformes,Dasyatidae,Dasyatis,Dasyatis americana
90ab2c309fb6db884de608d22ae036c474b34b92,Metazoa,Eukaryota,Metazoa,,,,,,
90ad28c586cd0fa9905977bd79df4a71822babff,Phascolosomatidae,Eukaryota,Metazoa,Annelida,Polychaeta,Phascolosomatiformes,Phascolosomatidae,,
90b06c25f0ff32edb337b383c624028aa2c710f0,Metazoa,Eukaryota,Metazoa,,,,,,
90b2b2108fcbea852234e2a7314aa0ae94793eb4,Phoridae,Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Phoridae,,
90b6741c6fc7d156ae16f658651bc9053b11472e,Calanidae,Eukaryota,Metazoa,Arthropoda,Hexanauplia,Calanoida,Calanidae,,
90b8b475f87302dbcb89bf01200a202ac7187346,Macrotrichidae,Eukaryota,Metazoa,Arthropoda,Branchiopoda,Diplostraca,Macrotrichidae,,
90bddc498131b79bfd18b310239edbd0d8386b64,Metazoa,Eukaryota,Metazoa,,,,,,
90beefd4c557074c44294cc68277a0570c5d7efd,Metazoa,,Metazoa,,,,,,
90c9a52ef9798850de57589f03b9a34e234c84dc,Metazoa,Eukaryota,Metazoa,,,,,,
90ce80f1cf6a7044666c5dc119d4147959859786,Metazoa,Eukaryota,Metazoa,,,,,,
90d39e69a1b9fb7cfe00b39395745f940c7c393b,Cnidaria,Eukaryota,Metazoa,Cnidaria,,,,,
90d7807c2de4e8b734e7ff4f9485feed6ba67912,Metazoa,,Metazoa,,,,,,
90e1975a78dbd8ddc7eca7db32b537a172553146,Mollusca,Eukaryota,Metazoa,Mollusca,,,,,
90e2758a3e5c827e6bc6a0dcbb1dea8d912500ab,Metazoa,Eukaryota,Metazoa,,,,,,
90e8290c5a0e740e4753553cdedc3b602a2931fc,Metazoa,Eukaryota,Metazoa,,,,,,
90ebdb38282b45f195f2e0243e7d85d9c5ae117d,Planorbidae,Eukaryota,Metazoa,Mollusca,Gastropoda,,Planorbidae,,
90f295bd07e83efb39961218e9bf0e9be0905217,Metazoa,Eukaryota,Metazoa,,,,,,
90f8e551104f2568a9607f0803ab45e52d322c68,Arthropoda,Eukaryota,Metazoa,Arthropoda,,,,,
90fe240fae57621c88a3f815fda4b68336ba7f2c,Arbacia punctulata,Eukaryota,Metazoa,Echinodermata,Echinoidea,Arbacoida,Arbaciidae,Arbacia,Arbacia punctulata
91224c377824a80a13fb32a15c28de2fd874066d,Insecta,Eukaryota,Metazoa,Arthropoda,Insecta,,,,
91265099605c5b8e05cf7f2f9b9d560e5c6b4396,Metazoa,Eukaryota,Metazoa,,,,,,
912dc6354fa9f7857a46d009e019a11d4f17eb5e,Metazoa,Eukaryota,Metazoa,,,,,,
91331bb7b732029f30a3fa9ef862e21d09284c61,Phoridae,Eukaryota,Metazoa,Arthropoda,Insecta,Diptera,Phoridae,,
91332858b185ce6640f2202e28d7aa7f8ef3c9cf,Metazoa,Eukaryota,Metazoa,,,,,,
913653f5c176346eafce9a94b8e62b097a2f1422,Metazoa,Eukaryota,Metazoa,,,,,,
9137b6d135880220e1803076a91eb1356bc9550a,Gastropoda,Eukaryota,Metazoa,Mollusca,Gastropoda,,,,
9139f86491eb8d7b8b73d59978a5361e5dcf5b7a,Desmapsamma anchorata,Eukaryota,Metazoa,Porifera,Demospongiae,Poecilosclerida,Desmacididae,Desmapsamma,Desmapsamma anchorata
9144ef7782882c8e13221b3b598034955e86306f,Metazoa,Eukaryota,Metazoa,,,,,,
91460505feb6f2a66e1ca573aad4a8e115af32b9,Cnidaria,Eukaryota,Metazoa,Cnidaria,,,,,
914978bb26e38eaa3c171e25f59dbfb6bdb85edb,Arthropoda,Eukaryota,Metazoa,Arthropoda,,,,,
9149c8e070fd7b16315673019253784d0516ea3d,Thomisidae,Eukaryota,Metazoa,Arthropoda,Arachnida,Araneae,Thomisidae,,
914e72664bab29bd518d11f4cb56e1fbca2a2601,Metazoa,,Metazoa,,,,,,
9157a49f25af6bfb462dd02c1f30b8cb0ea2650d,Metazoa,Eukaryota,Metazoa,,,,,,
916c08d6ee48297e3c92a641789c2d732578987f,Xyalidae,Eukaryota,Metazoa,Nematoda,Chromadorea,Monhysterida,Xyalidae,,
91741e3c8a67c87e0cec343fe1ed924742e08641,Metazoa,Eukaryota,Metazoa,,,,,,
917b1fb66bd7f5a90891752ae447cd3017d4063a,Amphipoda,Eukaryota,Metazoa,Arthropoda,Malacostraca,Amphipoda,,,
918b862a0f69840717113f506653c1ca4fde1e36,Arthropoda,Eukaryota,Metazoa,Arthropoda,,,,,
91906f1cff37c99d36dd135a831e5012d63fa3ce,Cnidaria,Eukaryota,Metazoa,Cnidaria,,,,,
9195e2bcac1cd8b8c8fe28bca3143e9e63acb92b,Metazoa,Eukaryota,Metazoa,,,,,,
919984297b0cd006986cd59bf5a2ca3918ed2124,Metazoa,Eukaryota,Metazoa,,,,,,
919b1c1a9d2fc78cc73875d4d387dd5538b3ab2a,Chordata,Eukaryota,Metazoa,Chordata,,,,,
919e372b8867edb0756bd00997d873a1be268b92,Styelidae,Eukaryota,Metazoa,Chordata,Ascidiacea,Stolidobranchia,Styelidae,,
91a209d1648a776f287b20658198661159491835,Metazoa,Eukaryota,Metazoa,,,,,,
91ab06bf5723af9e997637eab2afaf1e69b240bd,Metazoa,Eukaryota,Metazoa,,,,,,
91ac0ef273b159ed87fbf3c4d4ccf39cd51e13b3,Metazoa,Eukaryota,Metazoa,,,,,,
91afe0e44e6723ad15ae52a31c2901a95ad0497a,Rickettsiaceae,,Metazoa,,,,Rickettsiaceae,,
91b2c1a6e4cc1b4ba94d553afd95b18af6011c51,Callioplanidae,Eukaryota,Metazoa,Platyhelminthes,,Polycladida,Callioplanidae,,
91b50c4e7969bc54e4747cccb0c3428066644705,Metazoa,Eukaryota,Metazoa,,,,,,
91ca3ac6ade63ad91996237cbda7c4b891ec938e,Arthropoda,Eukaryota,Metazoa,Arthropoda,,,,,
91d6fa6f7159c82881b97e65d220c107dfe5cf46,Metazoa,Eukaryota,Metazoa,,,,,,
91d87d3c5b3eec686c9616e03812413a795d01b3,Metazoa,Eukaryota,Metazoa,,,,,,
91de31b278b3c38c61c5020947244bdcd7d27abd,Veneroida,Eukaryota,Metazoa,Mollusca,Bivalvia,Veneroida,,,
91ea63e37bc71c75bae7cb3a16b2bf1707c3908c,Metazoa,Eukaryota,Metazoa,,,,,,
91eaa5f9b12b9462f1a5f35b4003f4f7a047c0ee,Astroscleridae,Eukaryota,Metazoa,Porifera,Demospongiae,Agelasida,Astroscleridae,,
91efef3634e8b13b9901335b0450c94889a7d3ac,Metazoa,,Metazoa,,,,,,
91f2633dc8cfb9333150baad6ac32bf606d184cb,Arthropoda,Eukaryota,Metazoa,Arthropoda,,,,,
91f266f077a251a6ef65628b8e6f7c0ed89f7334,Metazoa,Eukaryota,Metazoa,,,,,,
91f35fd53cd03d7777d4496c375d89c1b95b09cb,Metazoa,Eukaryota,Metazoa,,,,,,
91f78a9fca72938a52195476117fd533931e8bfa,Rhabderemia sorokinae,Eukaryota,Metazoa,Porifera,Demospongiae,Biemnida,,Rhabderemia,Rhabderemia sorokinae
91fba3e4457c2ad470957c73bf2b62e385bec117,Gastropoda,Eukaryota,Metazoa,Mollusca,Gastropoda,,,,
91fd3b4c040eba3ed4a1b9c2759e344d70200c9c,Metazoa,Eukaryota,Metazoa,,,,,,
91feaabc6225718029b648fbfe8acaf75d15a886,Metazoa,Eukaryota,Metazoa,,,,,,
920a1d43107d908321a1839d698651168383b83e,Hydrozoa,Eukaryota,Metazoa,Cnidaria,Hydrozoa,,,,
